Timestamp,UserID,ConfigFile,Operation,RowKey,ChangeSummary,OldValues,NewValues
7/21/2025 15:44,sanjayad,PWQ Litho Layers,EDIT,N/A,Wafer Type: 'F*' → 'FL',"{""Lot ID"":""D515168A"",""WaferID"":""3"",""Wafer Type"":""F*"",""LithoLayer"":""FT1"",""Reticle"":""8PXSCBFT10AA1"",""Device"":""8PCSXB"",""Scanner"":""SAF531"",""Dose UCL"":""26.05"",""Dose LCL"":""21.75"",""FC UCL"":""-0.024"",""FC LCL"":""-0.084"",""BC Dose"":""24.75"",""BC Focus"":""-0.054"",""userID"":""sanjayad"",""timestamp"":""7/21/2025 15:01""}","{""Lot ID"":""D515168A"",""WaferID"":""3"",""Wafer Type"":""FL"",""LithoLayer"":""FT1"",""Reticle"":""8PXSCBFT10AA1"",""Device"":""8PCSXB"",""Scanner"":""SAF531"",""Dose UCL"":""26.05"",""Dose LCL"":""21.75"",""FC UCL"":""-0.024"",""FC LCL"":""-0.084"",""BC Dose"":""24.75"",""BC Focus"":""-0.054"",""userID"":""sanjayad"",""timestamp"":""2025-07-21 15:44:19""}"
